Rank,Company_Name,Year,Industry,Env_Sector,Financial_Sector,Country,Legal_Origin,GDP_Per_Capita,LN_GDP_Per_Capita,GDP,LN_GDP,Environmental_Performance_Index,Social_Progress_Index,Governance_Index,Sustainable_Competitiveness_Index,Institutions,Security,Security_1_Organized_Crime,Security_2_Homicide_Rate,Secuirt_3_Terrorism_Incidence,Security_4_Reliability_Policy_Services,Social_Capital,Checks_Balances,Check_Balance_1_Budget_Transparency,Check_Balance_2_Judicial_Independence,Check_Balance_3_Efficiency_Legal_Framework,Check_Balance_4_Freedom_Press,Public_Sector_Performance,Public_Sector_Performance_1_Burden_Government_Regulation,Public_Sector_Performance_2_Efficiency_Legal_Framework,Public_Sector_Performance_3_EParticipation,Transparency_Corruption,Property_Rights,Property_Rights_1_Property_Rigths,Property_Rights_2_Intellectual_Property_Protection,Property_Rights_3_Quality_Land_Administration,Corporate_Governance,CG_1_Strength_Auditing_Accounting_Standards,CG_2_Conflict_Interest_Regulation,CG_3_Shareholder_Governance,Future_Orientation_Government,FOG_1_Government_Ensuring_Policy_Stability,FOG_2_Government_Responsiveness_Change,FOG_3_Adaptability_Digital_Business_Models,FOG_4_Government_Long_Term_Vision,FOG_5_Energy_Efficiency_Regulation,FOG_6_Renewable_Energy_Regulation,FOG_7_Environment_Treaties,Number_of_Employees,LN_N_Employees,Revenues,Profits,Assets,LN_Assets,ROA,SR_1,GRI,IR,Environment_SP,Social_SP,Governance_SP,ESG
177,Toyota Tsusho,2020,Wholesalers,Low Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559,4380756.53,15.29273199,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,66067,11.09842466,61570,1246.8,42058,10.6468049,0.029644776,1,1,1,74,26,25,35
178,Seven & I Holdings,2020,Food & Drug Stores,High Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559,4380756.53,15.29273199,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,98039,11.49312064,60952,2001.5,55604,10.92601042,0.035995612,1,1,1,72,65,77,72
179,Sysco,2020,Wholesalers,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,69000,11.14186178,60114,1674.3,17967,9.796292021,0.09318751,1,1,0,32,17,28,26
180,Christian Dior,2020,Apparel,Low Risk,Non-Financial,France,Code Law (Stakeholder-Oriented),39030.4,10.57209611,2410285.65,14.69525583,80,88.23,73.52,56.8,70,81.1,63.5,97.3,92.5,71,56.1,68.2,79,64.7,56.1,77.8,66.7,42.8,60.8,96.6,72,76,70.3,77.6,80,69.3,73.9,57,77,71,62.1,56,50.8,58.8,72.4,86.3,96.6,149685,11.91628836,60071,3288.4,105315,11.56471114,0.031224422,1,1,0,38,30,23,29
181,Manulife Financial,2020,Financials,Low Risk,Financial,Canada,Common-Law (Shareholder-Oriented),43294.6,10.67578319,1607402.45,14.29013005,71,91.41,77.35,50.6,74.1,86,70.5,95.6,98.8,79.2,63.3,72.2,71,77.4,56,84.3,67,48.3,61.7,91,81,74.5,77.2,74.5,71.7,79.5,81.6,87,70,69.1,64.9,54.2,58,57,87.7,82.3,69,35000,10.46310334,59969,4222,624040,13.34396975,0.006765592,1,0,0,79,49,64,61
182,Lockheed Martin,2020,Aerospace & Defense,High Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,110000,11.60823564,59812,6230,47528,10.76907429,0.131080626,1,1,1,82,59,77,72
183,Alimentation Couche-Tard,2020,Retailing,Low Risk,Non-Financial,Canada,Common-Law (Shareholder-Oriented),43294.6,10.67578319,1607402.45,14.29013005,71,91.41,77.35,50.6,74.1,86,70.5,95.6,98.8,79.2,63.3,72.2,71,77.4,56,84.3,67,48.3,61.7,91,81,74.5,77.2,74.5,71.7,79.5,81.6,87,70,69.1,64.9,54.2,58,57,87.7,82.3,69,133000,11.79810441,59118,1833.9,22608,10.0260591,0.081117304,1,1,0,14,19,27,21
184,HP,2020,Technology,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,56000,10.93310697,58756,3152,33467,10.41831516,0.094182329,1,0,0,97,87,81,87
185,Unilever,2020,"Food, Beverages & Tobacco",High Risk,Non-Financial,Netherlands,Code Law (Stakeholder-Oriented),52397.1,10.86660653,808007.36,13.60232645,75.3,90.57,91.25,53.9,78.6,90.1,78.3,99,99.8,83.2,64.1,81.1,77.4,87.3,68.1,91.4,77.1,56.6,75.7,98.9,82,88.3,84.8,85,95,67.9,86.6,47,70,78.1,78.3,62.5,65.5,64.2,83.5,82.3,100,149867,11.91750351,58179,6295.8,72738,11.19461922,0.086554483,1,1,1,94,81,81,84
186,Petronas,2020,Energy,High Risk,Non-Financial,Malaysia,Common-Law (Shareholder-Oriented),10412.3,9.250743079,344099.35,12.7486857,47.9,75.22,60.03,47.3,68.6,84,68.3,94.6,99.3,73.8,56.7,60.2,46,68.7,63,63.3,74.8,66.7,69,88.8,47,80,75.2,73.2,91.7,78.9,73.8,90,73,66.9,72.2,68.1,70,74,57.8,57.7,72.4,47669,10.77203657,58027,7975.1,152218,11.93306898,0.052392621,1,1,1,26,21,21,22
187,China National Building Material Group,2020,Materials,High Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,204936,12.23045301,57626,-104.9,85590,11.35732373,-0.00122561,1,1,0,28,35,37,33
188,Tokyo Electric Power,2020,Energy,High Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559,4380756.53,15.29273199,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,37892,10.54249529,57407,466.4,110649,11.61411831,0.004215131,1,1,1,73,63,57,65
189,China Merchants Bank,2020,Financials,Low Risk,Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,84683,11.34667015,57252,13442.5,1064823,13.87831915,0.012624164,1,1,0,33,33,27,30
190,Oil & Natural Gas,2020,Energy,High Risk,Non-Financial,India,Common-Law (Shareholder-Oriented),1927.7,7.564082861,2500132.19,14.73185416,27.6,58.81,45.85,40.9,56.8,56.8,55,90.8,26.3,53.4,46.8,51.9,48,54.8,50.3,54.3,66.4,51.8,51.8,95.5,41,47.8,56.9,57.4,29,74.2,62.5,73,87,69.7,58.6,55.9,58.9,60,66.4,87.3,89.7,30105,10.31244655,57171,1538.4,66642,11.10709029,0.023084541,1,1,1,15,18,11,14
191,China Poly Group,2020,Financials,Low Risk,Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,100393,11.51684776,57147,2030.9,188479,12.14674187,0.010775206,1,1,0,0,5,10,5
192,Société Générale,2020,Financials,Low Risk,Financial,France,Code Law (Stakeholder-Oriented),39030.4,10.57209611,2410285.65,14.69525583,80,88.23,73.52,56.8,70,81.1,63.5,97.3,92.5,71,56.1,68.2,79,64.7,56.1,77.8,66.7,42.8,60.8,96.6,72,76,70.3,77.6,80,69.3,73.9,57,77,71,62.1,56,50.8,58.8,72.4,86.3,96.6,129586,11.77210003,56852,3635.3,1522315,14.23574276,0.002388008,1,1,0,92,76,79,80
193,China Pacific Insurance (Group),2020,Financials,Low Risk,Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,111247,11.61950823,55800,4015.5,219408,12.29868829,0.01830152,1,1,0,24,29,20,24
194,POSCO,2020,Materials,High Risk,Non-Financial,South Korea,Code Law (Stakeholder-Oriented),31631.5,10.36190874,1623895.08,14.30033819,66.5,88.42,76.08,53.9,65.8,85.2,69,99.7,100,72.4,49.2,56.1,60,48.8,40.7,75.1,63.6,37.6,53.2,100,57,72.8,66.9,59.9,91.7,72.5,71.6,73,73,69.5,47.1,54.6,55.2,56.9,87.2,83.1,86.2,35261,10.47053282,55592,1599.8,68642,11.13665987,0.02330643,1,1,0,86,72,72,76
195,Vinci,2020,Engineering & Construction,High Risk,Non-Financial,France,Code Law (Stakeholder-Oriented),39030.4,10.57209611,2410285.65,14.69525583,80,88.23,73.52,56.8,70,81.1,63.5,97.3,92.5,71,56.1,68.2,79,64.7,56.1,77.8,66.7,42.8,60.8,96.6,72,76,70.3,77.6,80,69.3,73.9,57,77,71,62.1,56,50.8,58.8,72.4,86.3,96.6,222397,12.31221935,54788,3648.8,102253,11.53520541,0.035684039,1,1,0,50,37,42,43
196,Auchan Holding,2020,Financials,Low Risk,Financial,France,Code Law (Stakeholder-Oriented),39030.4,10.57209611,2410285.65,14.69525583,80,88.23,73.52,56.8,70,81.1,63.5,97.3,92.5,71,56.1,68.2,79,64.7,56.1,77.8,66.7,42.8,60.8,96.6,72,76,70.3,77.6,80,69.3,73.9,57,77,71,62.1,56,50.8,58.8,72.4,86.3,96.6,308137,12.63829977,54672,-1637.5,38708,10.56380158,-0.042303917,1,1,0, , , , 
197,Tencent Holdings,2020,Technology,Low Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,62885,11.04906294,54613,13506.6,136955,11.82740768,0.098620715,1,1,1,49,41,26,35
198,Nippon Steel Corporation,2020,Materials,High Risk,Non-Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559,4380756.53,15.29273199,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,116462,11.66532032,54465,-3968.9,68890,11.14026631,-0.057612135,1,1,1, , , , 
199,CNP Assurances,2020,Financials,Low Risk,Financial,France,Code Law (Stakeholder-Oriented),39030.4,10.57209611,2410285.65,14.69525583,80,88.23,73.52,56.8,70,81.1,63.5,97.3,92.5,71,56.1,68.2,79,64.7,56.1,77.8,66.7,42.8,60.8,96.6,72,76,70.3,77.6,80,69.3,73.9,57,77,71,62.1,56,50.8,58.8,72.4,86.3,96.6,5353,8.58541243,54365,1580.1,494267,13.11083114,0.003196855,0,0,0,84,54,50,56
200,Energy Transfer,2020,Energy,High Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,12812,9.458137511,54213,3592,98880,11.50166227,0.036326861,0,0,0, , , , 
201,Telefónica,2020,Telecommunications,Low Risk,Non-Financial,Spain,Code Law (Stakeholder-Oriented),27063.2,10.20593015,1180730.24,13.98164365,74.3,87.53,75.52,52.7,65.1,91.9,81.2,99.3,98.3,88.6,56.8,56,54,52.8,39.3,78,59.6,31.4,49,98.3,58,67,63.1,63,75,71.8,75.3,63,77,59.5,53.1,38.7,44.3,29.2,70.6,66.1,96.6,113819,11.64236475,54197,1278.2,133428,11.80131729,0.009579698,0,0,0,98,85,83,87
202,Goldman Sachs Group,2020,Financials,Low Risk,Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,38300,10.55320518,53922,8466,992968,13.80845372,0.008525955,1,1,0,85,46,43,50
203,Morgan Stanley,2020,Financials,Low Risk,Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,60431,11.0092575,53823,9042,895429,13.70505821,0.010097953,1,1,0,74,31,42,43
204,Caterpillar,2020,Industrials,High Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,102300,11.53566495,53800,6093,78453,11.270255,0.077664334,1,1,0,78,71,73,74
205,Anheuser-Busch InBev,2020,"Food, Beverages & Tobacco",High Risk,Non-Financial,Belgium,Code Law (Stakeholder-Oriented),45159.3,10.71795152,466648.94,13.05333252,73.3,88.68,81.6,53,69.5,87.1,78.4,95.9,98,76,59.1,70.8,63.1,79,53.2,87.9,54.7,35,53.2,75.8,75,79,83.5,78.6,75,67.9,80.6,70,53,62.1,58.6,44.5,46.3,39.4,72.8,68.7,89.7,171915,12.05475545,53723,9171,236648,12.37432908,0.038753761,1,1,0,34,28,20,28
206,Guangzhou Automobile Industry Group,2020,Motor Vehicles & Parts,High Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,105780,11.56911674,53662,564.5,43838,10.6882563,0.012876956,1,1,0,27,15,14,18
207,LG Electronics,2020,Technology,Low Risk,Non-Financial,South Korea,Code Law (Stakeholder-Oriented),31631.5,10.36190874,1623895.08,14.30033819,66.5,88.42,76.08,53.9,65.8,85.2,69,99.7,100,72.4,49.2,56.1,60,48.8,40.7,75.1,63.6,37.6,53.2,100,57,72.8,66.9,59.9,91.7,72.5,71.6,73,73,69.5,47.1,54.6,55.2,56.9,87.2,83.1,86.2,74000,11.21182037,53464,26.8,38796,10.56607243,0.000690793,1,1,0,80,74,73,75
208,China Vanke,2020,Financials,Low Risk,Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,131505,11.78680015,53253,5626.7,248360,12.42263459,0.02265542,1,1,0,41,37,39,39
209,América Móvil,2020,Telecommunications,Low Risk,Non-Financial,Mexico,Code Law (Stakeholder-Oriented),8329.3,9.027534698,1148749.27,13.95418432,52.6,71.52,29.97,44.9,48.3,40.1,20.1,17.6,98.1,24.7,44.7,49.3,79,33.2,32,53.2,52.9,31.1,33.1,94.4,28,52.9,51.9,52.4,54.3,62.2,69.5,60,57,56.2,43.3,33.4,46.6,32.9,68.6,68.7,82.8,191523,12.16276318,52323,3518,81132,11.30383274,0.043361436,0,0,0,82,64,65,68
210,Wuchan Zhongda Group,2020,Retailing,Low Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,20332,9.919951279,51954,395.7,13399,9.502935356,0.029532055,1,0,0,10,11,4,7
211,Cisco Systems,2020,Technology,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,75900,11.23717196,51904,11621,97793,11.49060828,0.118832636,1,1,0,91,61,78,77
212,Shandong Energy Group,2020,Energy,High Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,153545,11.94174896,51893,729.6,44552,10.70441233,0.016376369,1,1,0, , , , 
213,JBS,2020,"Food, Beverages & Tobacco",High Risk,Non-Financial,Brazil,Code Law (Stakeholder-Oriented),6796.8,8.824207192,1749104.72,14.37461463,51.2,72.06,35.12,48.8,48.1,43,33.8,0,99.8,38.5,48.9,51.9,77,35.6,27.7,67.2,45.7,11.4,28.5,97.2,35,47.1,48.9,46.4,46,63.7,61.1,57,73,49.1,28,29.2,33.5,23.9,51.8,70.9,86.2,242000,12.39669301,51859,1538.7,31412,10.35494526,0.048984465,0,0,0,54,41,51,49
214,Bayer,2020,Chemicals,High Risk,Non-Financial,Germany,Code Law (Stakeholder-Oriented),46208.4,10.74091688,3434435.99,15.04936328,77.2,90.32,80.22,56.6,72.4,80.9,60.1,98.3,96.8,68.3,61.6,71.2,69,66.9,63.6,85.4,71,56.9,63.9,92.1,80,72,71.8,70.9,73.3,63.3,73,50,67,79,71,60,67.3,59,84.5,96.6,100,103824,11.55045244,51807,4578.9,141712,11.86155211,0.032311307,1,1,1,69,37,27,35
215,Pfizer,2020,Health Care,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,88300,11.38849539,51750,16273,167489,12.02867296,0.097158619,1,1,0,39,21,37,31
216,Itaú Unibanco Holding,2020,Financials,Low Risk,Financial,Brazil,Code Law (Stakeholder-Oriented),6796.8,8.824207192,1749104.72,14.37461463,51.2,72.06,35.12,48.8,48.1,43,33.8,0,99.8,38.5,48.9,51.9,77,35.6,27.7,67.2,45.7,11.4,28.5,97.2,35,47.1,48.9,46.4,46,63.7,61.1,57,73,49.1,28,29.2,33.5,23.9,51.8,70.9,86.2,94881,11.46037875,51728,6874.7,407131,12.91689028,0.01688572,1,1,0,94,89,79,84
217,Aluminum Corp. of China,2020,Materials,High Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,156286,11.95944294,51649,273.2,93948,11.45049672,0.002907992,0,0,0,14,17,19,16
218,HBIS Group,2020,Industrials,High Risk,Non-Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,127116,11.75285533,51345,-94.1,66333,11.10244279,-0.0014186,0,0,0,0,2,5,2
219,HCA Healthcare,2020,Health Care,Low Risk,Non-Financial,USA,Common-Law (Shareholder-Oriented),63593.4,11.06026497,19294483,16.77532976,69.3,86.29,74.6,52,71.2,76.7,61.9,83.7,83.3,78.1,65.1,72,77,70.4,66.2,74.3,75.8,57.7,71.2,98.3,71,71,76,78.3,58.7,69.6,79.8,83,46,68.2,71.9,68.9,78,66.2,82,58.4,55.2,245000,12.40901349,51336,3505,45058,10.71570583,0.077788628,0,0,0,0,10,28,17
220,Shanghai Pudong Development Bank,2020,Financials,Low Risk,Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,58253,10.97255087,51313,8507.1,1006833,13.82232032,0.008449365,0,0,0,22,20,11,16
221,State Bank of India,2020,Financials,Low Risk,Financial,India,Common-Law (Shareholder-Oriented),1927.7,7.564082861,2500132.19,14.73185416,27.6,58.81,45.85,40.9,56.8,56.8,55,90.8,26.3,53.4,46.8,51.9,48,54.8,50.3,54.3,66.4,51.8,51.8,95.5,41,47.8,56.9,57.4,29,74.2,62.5,73,87,69.7,58.6,55.9,58.9,60,66.4,87.3,89.7,249448,12.42700576,51091,2788.2,555132,13.2269612,0.005022589,1,0,0,59,56,39,47
222,Industrial Bank,2020,Financials,Low Risk,Financial,China, ,10434.8,9.252901653,14631844.42,16.49871084,37.3,65.44,47.56,51.4,56.8,79.2,60.7,99.7,96.4,59.8,43.3,36,13,58.2,51.5,21.1,66.2,56.3,51.9,90.5,39,65.6,59.6,58.3,79,59.7,59.1,53,67,65.3,58.2,49.8,59.5,57.9,73.5,66.4,82.8,60455,11.00965457,50945,9534.4,1025838,13.8410204,0.009294255,1,1,0,15,23,27,24
223,Royal Bank of Canada,2020,Financials,Low Risk,Financial,Canada,Common-Law (Shareholder-Oriented),43294.6,10.67578319,1607402.45,14.29013005,71,91.41,77.35,50.6,74.1,86,70.5,95.6,98.8,79.2,63.3,72.2,71,77.4,56,84.3,67,48.3,61.7,91,81,74.5,77.2,74.5,71.7,79.5,81.6,87,70,69.1,64.9,54.2,58,57,87.7,82.3,69,82801,11.32419542,50863,9678,1087304,13.8992118,0.008900915,1,1,1,89,74,76,77
224,Lenovo Group,2020,Technology,Low Risk,Non-Financial,Hong Kong,Common-Law (Shareholder-Oriented),46323.9,10.74341331,311574.45,12.64939359, ,0,74.95, ,77.6,92.3,79.9,100,100,89.3,53.5,75,70.8,84.1,74.6,70.4,82.3,73.1,81.8,92,76,87.8,87.1,84.5,91.7,82,88.9,90,67,71.9,81,62.4,61.5,66.6,72.3,69,86.2,63000,11.05089001,50716,665.1,32128,10.3774832,0.020701569,1,0,0,72,39,39,48
225,Novartis,2020,Health Care,Low Risk,Non-Financial,Switzerland,Code Law (Stakeholder-Oriented),87097,11.37477772,740026.24,13.51444092,81.5,91.78,82.71,60.4,77.5,93.8,84.8,100,100,90.5,62.4,78.8,67.9,87,71,89.5,76,63.2,80.5,84.3,85,85.7,90.4,88.3,78.3,61.6,84.9,33,67,76.8,89.7,67.1,60.5,70.1,68.8,86.7,89.7,103914,11.55131891,50486,11732,118370,11.68157059,0.099112951,1,0,0,95,90,76,84
226,Tokio Marine Holdings,2020,Financials,Low Risk,Financial,Japan,Code Law (Stakeholder-Oriented),40193.3,10.60145559,4380756.53,15.29273199,75.1,90.44,87.43,55.3,71.7,92.3,82.1,100,99.6,87.2,46.9,68.7,60,86.5,57.6,70.6,72.5,50.1,69,98.3,73,84.2,86.9,83,82.7,66.7,80.2,70,50,69.2,69.6,54.9,54,60.8,68.5,77.4,89.7,41101,10.62378773,50270,2389.2,233682,12.3617165,0.010224151,1,1,0,97,82,68,77
227,Korea Electric Power,2020,Energy,High Risk,Non-Financial,South Korea,Code Law (Stakeholder-Oriented),31631.5,10.36190874,1623895.08,14.30033819,66.5,88.42,76.08,53.9,65.8,85.2,69,99.7,100,72.4,49.2,56.1,60,48.8,40.7,75.1,63.6,37.6,53.2,100,57,72.8,66.9,59.9,91.7,72.5,71.6,73,73,69.5,47.1,54.6,55.2,56.9,87.2,83.1,86.2,47452,10.76747395,50257,-2012.7,170888,12.04876365,-0.01177789,1,1,0,79,81,66,75
228,Vodafone Group,2020,Telecommunications,Low Risk,Non-Financial,United Kingdom,Common-Law (Shareholder-Oriented),41059.2,10.62277021,2891615.58,14.87732593,81.3,88.25,83.53,54.6,74.4,79.4,61.7,97.6,88.3,69.8,64.4,70.1,74,69.5,59.1,77.8,74,55.6,68.1,98.3,80,78.5,74.9,75.5,85,74.5,73.4,83,67,74.5,60.1,58.4,64.8,51.4,84.2,90.6,96.6,95219,11.46393478,49960,-1022,185456,12.13057294,-0.005510741,1,1,0,72,51,45,52
229,Kia Motors,2020,Motor Vehicles & Parts,High Risk,Non-Financial,South Korea,Code Law (Stakeholder-Oriented),31631.5,10.36190874,1623895.08,14.30033819,66.5,88.42,76.08,53.9,65.8,85.2,69,99.7,100,72.4,49.2,56.1,60,48.8,40.7,75.1,63.6,37.6,53.2,100,57,72.8,66.9,59.9,91.7,72.5,71.6,73,73,69.5,47.1,54.6,55.2,56.9,87.2,83.1,86.2,52448,10.86757748,49894,1567.4,47864,10.77611894,0.03274695,1,1,1,68,67,56,63
